bnf_code,drug_name,chemical_substance,year,items
0403010,Sinepin_Cap 25mg,Other,2010,31354.0
0403010,Sinepin_Cap 25mg,Other,2012,32824.0
0403010,Sinepin_Cap 25mg,Other,2007,15491.0
0403010,Sinepin_Cap 50mg,Other,2013,14735.0
0403010,Sinepin_Cap 25mg,Other,2015,6.0
0403010,Sinepin_Cap 50mg,Other,2014,3832.0
0403010,Sinepin_Cap 25mg,Other,2008,26648.0
0403010,Sinepin_Cap 25mg,Other,2009,30583.0
0403010,Sinepin_Cap 25mg,Other,2016,1.0
0403010,Sinepin_Cap 50mg,Other,2011,14053.0
0403010,Sinepin_Cap 50mg,Other,2007,6900.0
0403010,Sinepin_Cap 25mg,Other,2011,32188.0
0403010,Sinepin_Cap 50mg,Other,2009,12937.0
0403010,Sinepin_Cap 50mg,Other,2015,1.0
0403010,Sinepin_Cap 50mg,Other,2008,11653.0
0403010,Sinepin_Cap 50mg,Other,2012,14289.0
0403010,Sinepin_Cap 50mg,Other,2010,14239.0
0403010,Sinepin_Cap 25mg,Other,2013,32813.0
0403010,Sinepin_Cap 25mg,Other,2014,8140.0
0403010,Imipramine HCl_Oral Soln 25mg/5ml S/F,Other,2018,616.0
0403010,Imipramine HCl_Tab 10mg,Other,2018,44122.0
0403010,Imipramine HCl_Tab 25mg,Other,2018,105788.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2016,15.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2009,115.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2007,155.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2003,945.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2012,45.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2013,59.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2008,99.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2011,66.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2004,529.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2006,169.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2010,135.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2015,39.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2014,73.0
0403010,Imipramine HCl_Liq Spec 25mg/5ml,Other,2005,273.0
0403010,Imipramine HCl_Liq Spec 125mg/5ml,Other,2013,12.0
0403010,Imipramine HCl_Tab 25mg,Other,2007,163731.0
0403010,Imipramine HCl_Tab 25mg,Other,2009,149692.0
0403010,Imipramine HCl_Liq Spec 10mg/5ml,Other,2014,13.0
0403010,Imipramine HCl_Tab 25mg,Other,2017,109254.0
0403010,Imipramine HCl_Tab 25mg,Other,2004,192277.0
0403010,Imipramine HCl_Oral Soln 25mg/5ml S/F,Other,2016,1072.0
0403010,Imipramine HCl_Tab 10mg,Other,2016,48277.0
0403010,Imipramine HCl_Tab 10mg,Other,2007,45143.0
0403010,Imipramine HCl_Tab 25mg,Other,2010,144181.0
0403010,Imipramine HCl_Liq Spec 40mg/5ml,Other,2012,1.0
0403010,Imipramine HCl_Tab 10mg,Other,2009,46986.0
0403010,Imipramine HCl_Liq Spec 10mg/5ml,Other,2013,13.0
0403010,Imipramine HCl_Liq Spec 125mg/5ml,Other,2010,33.0
0403010,Imipramine HCl_Oral Soln 25mg/5ml S/F,Other,2014,945.0
0403010,Imipramine HCl_Tab 10mg,Other,2000,56894.0
0403010,Imipramine HCl_Liq Spec 10mg/5ml,Other,2012,11.0
0403010,Imipramine HCl_Liq Spec 10mg/5ml,Other,2010,5.0
0403010,Imipramine HCl_Tab 25mg,Other,2015,119056.0
0403010,Imipramine HCl_Liq Spec 10mg/5ml,Other,2011,7.0
0403010,Imipramine HCl_Tab 10mg,Other,2005,46848.0
0403010,Imipramine HCl_Tab 25mg,Other,2005,180294.0
0403010,Imipramine HCl_Liq Spec 125mg/5ml,Other,2016,1.0
0403010,Imipramine HCl_Liq Spec 125mg/5ml,Other,2015,5.0
0403010,Imipramine HCl_Oral Soln 25mg/5ml S/F,Other,2012,909.0
0403010,Imipramine HCl_Tab 25mg,Other,2016,115268.0
0403010,Imipramine HCl_Liq Spec 12.5mg/5ml,Other,2010,1.0
0403010,Imipramine HCl_Liq Spec 125mg/5ml,Other,2012,31.0
0403010,Imipramine HCl_Liq Spec 10mg/5ml,Other,2016,12.0
0403010,Imipramine HCl_Liq Spec 100mg/5ml,Other,2012,1.0
0403010,Imipramine HCl_Tab 10mg,Other,2006,45741.0
0403010,Imipramine HCl_Oral Soln 25mg/5ml S/F,Other,2011,726.0
0403010,Imipramine HCl_Tab 25mg,Other,2002,218629.0
0403010,Imipramine HCl_Tab 25mg,Other,2000,233259.0
0403010,Imipramine HCl_Tab 10mg,Other,2002,49164.0
0403010,Imipramine HCl_Tab 25mg,Other,2013,127289.0
0403010,Imipramine HCl_Tab 10mg,Other,2010,48793.0
0403010,Imipramine HCl_Liq Spec 10mg/5ml,Other,2017,9.0
0403010,Imipramine HCl_Liq Spec 125mg/5ml,Other,2017,1.0
0403010,Imipramine HCl_Tab 25mg,Other,1998,277900.0
0403010,Imipramine HCl_Tab 25mg,Other,2014,125155.0
0403010,Imipramine HCl_Tab 10mg,Other,2003,49168.0
0403010,Imipramine HCl_Tab 10mg,Other,1998,60700.0
0403010,Imipramine HCl_Tab 10mg,Other,1999,59400.0
0403010,Imipramine HCl_Tab 25mg,Other,2006,172599.0
0403010,Imipramine HCl_Tab 10mg,Other,2013,47559.0
0403010,Imipramine HCl_Tab 10mg,Other,2015,46939.0
0403010,Imipramine HCl_Tab 25mg,Other,1999,245500.0
0403010,Imipramine HCl_Oral Soln 25mg/5ml S/F,Other,2015,1020.0
0403010,Imipramine HCl_Oral Soln 25mg/5ml S/F,Other,2017,676.0
0403010,Imipramine HCl_Tab 25mg,Other,2011,137854.0
0403010,Imipramine HCl_Tab 25mg,Other,2008,156522.0
0403010,Imipramine HCl_Liq Spec 10mg/5ml,Other,2015,13.0
0403010,Imipramine HCl_Tab 10mg,Other,2004,48445.0
0403010,Imipramine HCl_Oral Soln 25mg/5ml S/F,Other,2013,917.0
0403010,Imipramine HCl_Tab 10mg,Other,2001,53598.0
0403010,Imipramine HCl_Tab 10mg,Other,2008,44259.0
0403010,Imipramine HCl_Liq Spec 125mg/5ml,Other,2014,9.0
0403010,Imipramine HCl_Tab 25mg,Other,2003,207417.0
0403010,Imipramine HCl_Tab 10mg,Other,2012,48285.0
0403010,Imipramine HCl_Tab 25mg,Other,2001,236653.0
0403010,Imipramine HCl_Tab 25mg,Other,2012,132991.0
0403010,Imipramine HCl_Tab 10mg,Other,2011,49405.0
0403010,Imipramine HCl_Tab 10mg,Other,2017,46615.0
0403010,Imipramine HCl_Oral Soln 25mg/5ml S/F,Other,2010,398.0
0403010,Imipramine HCl_Liq Spec 125mg/5ml,Other,2011,29.0
0403010,Imipramine HCl_Tab 10mg,Other,2014,48529.0
0403010,Tofranil_Syr 25mg/5ml,Other,2001,18460.0
0403010,Tofranil_Tab 25mg,Other,2000,28296.0
0403010,Tofranil_Syr 25mg/5ml,Other,2010,2.0
0403010,Tofranil_Syr 25mg/5ml,Other,1999,22500.0
0403010,Tofranil_Tab 25mg,Other,2001,8917.0
0403010,Tofranil_Tab 25mg,Other,1998,20400.0
0403010,Tofranil_Tab 25mg,Other,2007,68.0
0403010,Tofranil_Tab 10mg,Other,2000,105.0
0403010,Tofranil_Syr 25mg/5ml,Other,2002,15138.0
0403010,Tofranil_Tab 25mg,Other,2005,2900.0
0403010,Tofranil_Tab 25mg,Other,2004,4754.0
0403010,Tofranil_Tab 25mg,Other,2003,5719.0
0403010,Tofranil_Tab 10mg,Other,1998,1100.0
0403010,Tofranil_Tab 25mg,Other,2002,6923.0
0403010,Tofranil_Tab 25mg,Other,2006,363.0
0403010,Tofranil_Tab 25mg,Other,1999,34100.0
0403010,Tofranil_Syr 25mg/5ml,Other,2000,20863.0
0403010,Tofranil_Syr 25mg/5ml,Other,1998,25000.0
0403010,Tofranil_Tab 10mg,Other,1999,600.0
0403010,Tofranil_Syr 25mg/5ml,Other,2003,771.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2018,1929.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2018,10.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2018,195385.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2018,1.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2009,915.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,1999,730400.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2010,84.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2002,697.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2002,578764.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2008,437.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2017,212032.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2001,634672.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2011,75.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2014,54.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,1998,100.0
0403010,Lofepramine HCl_Liq Spec 5mg/5ml,lofepramine,2011,1.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2008,382321.0
0403010,Lofepramine HCl_Susp 70mg/5ml,lofepramine,1998,200.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2012,115.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2011,449.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2003,535695.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2015,250412.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2011,312539.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2000,687.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2006,116.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2008,456.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2010,339011.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2010,950.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2002,94.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2000,135.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2007,414857.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2004,498561.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2003,965.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2016,2174.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2016,230259.0
0403010,Lofepramine HCl_Liq Spec 35mg/5ml,lofepramine,2011,1.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2012,287.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2007,108.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2015,1240.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2017,20.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2014,147.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2009,314.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2005,739.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2005,467728.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2001,139.0
0403010,Lofepramine HCl_Liq Spec 5mg/5ml,lofepramine,2012,1.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2014,267621.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2006,436017.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,1998,770800.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2013,127.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2012,300670.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2007,537.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2004,776.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2009,356006.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2001,610.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,1999,800.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,1999,100.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2015,86.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2005,77.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2013,153.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2013,283017.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2006,771.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,1998,400.0
0403010,Lofepramine HCl_Tab 70mg,lofepramine,2000,689937.0
0403010,Lofepramine HCl_Susp 70mg/5ml S/F,lofepramine,2017,2136.0
0403010,Lofepramine HCl_Liq Spec 70mg/5ml,lofepramine,2016,12.0
0403010,Gamanil_Tab 70mg,lofepramine,1999,44800.0
0403010,Gamanil_Tab 70mg,lofepramine,2012,1.0
0403010,Gamanil_Tab 70mg,lofepramine,2008,132.0
0403010,Gamanil_Tab 70mg,lofepramine,2004,6312.0
0403010,Gamanil_Tab 70mg,lofepramine,2007,889.0
0403010,Gamanil_Tab 70mg,lofepramine,2001,17444.0
0403010,Gamanil_Tab 70mg,lofepramine,2010,13.0
0403010,Gamanil_Tab 70mg,lofepramine,2000,25684.0
0403010,Gamanil_Tab 70mg,lofepramine,2011,72.0
0403010,Gamanil_Tab 70mg,lofepramine,2016,3.0
0403010,Gamanil_Tab 70mg,lofepramine,2014,2.0
0403010,Gamanil_Tab 70mg,lofepramine,2002,11304.0
0403010,Gamanil_Tab 70mg,lofepramine,2003,7970.0
0403010,Gamanil_Tab 70mg,lofepramine,2006,4529.0
0403010,Gamanil_Tab 70mg,lofepramine,1998,71800.0
0403010,Gamanil_Tab 70mg,lofepramine,2005,5312.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2011,3082.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2012,2831.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2000,6995.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2001,7618.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2005,5918.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2010,3463.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2002,7159.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,1998,6200.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2015,1327.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2007,5226.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2006,5511.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2013,2469.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2004,6317.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2014,2387.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2016,67.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2008,4051.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2009,3708.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2003,6600.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,1999,6300.0
0403010,Lomont_Oral Susp 70mg/5ml S/F,lofepramine,2017,5.0
0403010,Feprapax_Tab 70mg,lofepramine,2002,668.0
0403010,Feprapax_Tab 70mg,lofepramine,2003,470.0
0403010,Feprapax_Tab 70mg,lofepramine,2001,549.0
0403010,Feprapax_Tab 70mg,lofepramine,2011,2.0
0403010,Feprapax_Tab 70mg,lofepramine,2004,105.0
0403010,Ludiomil_Tab 50mg,Other,2018,1.0
0403010,Ludiomil_Tab 25mg,Other,1998,6700.0
0403010,Ludiomil_Tab 25mg,Other,2016,1.0
0403010,Ludiomil_Tab 50mg,Other,2010,2.0
0403010,Ludiomil_Tab 75mg,Other,2002,3782.0
0403010,Ludiomil_Tab 75mg,Other,2006,2360.0
0403010,Ludiomil_Tab 25mg,Other,2003,4589.0
0403010,Ludiomil_Tab 25mg,Other,2011,2.0
0403010,Ludiomil_Tab 10mg,Other,1999,1900.0
0403010,Ludiomil_Tab 25mg,Other,2007,150.0
0403010,Ludiomil_Tab 75mg,Other,2000,4500.0
0403010,Ludiomil_Tab 10mg,Other,1998,2100.0
0403010,Ludiomil_Tab 25mg,Other,2001,4935.0
0403010,Ludiomil_Tab 25mg,Other,2010,9.0
0403010,Ludiomil_Tab 75mg,Other,2003,3521.0
0403010,Ludiomil_Tab 75mg,Other,2005,6147.0
0403010,Ludiomil_Tab 50mg,Other,2003,2525.0
0403010,Ludiomil_Tab 10mg,Other,2003,1059.0
0403010,Ludiomil_Tab 50mg,Other,2000,3343.0
0403010,Ludiomil_Tab 75mg,Other,2007,122.0
0403010,Ludiomil_Tab 25mg,Other,2004,4402.0
0403010,Ludiomil_Tab 10mg,Other,2002,1659.0
0403010,Ludiomil_Tab 75mg,Other,2004,4574.0
0403010,Ludiomil_Tab 50mg,Other,2013,3.0
0403010,Ludiomil_Tab 25mg,Other,2005,3929.0
0403010,Ludiomil_Tab 50mg,Other,2006,105.0
0403010,Ludiomil_Tab 75mg,Other,2001,4016.0
0403010,Ludiomil_Tab 25mg,Other,2002,4689.0
0403010,Ludiomil_Tab 10mg,Other,2001,1626.0
0403010,Ludiomil_Tab 50mg,Other,1998,4200.0
0403010,Ludiomil_Tab 75mg,Other,1998,5900.0
0403010,Ludiomil_Tab 50mg,Other,2005,1941.0
0403010,Ludiomil_Tab 50mg,Other,2001,3043.0
0403010,Ludiomil_Tab 25mg,Other,1999,6100.0
0403010,Ludiomil_Tab 10mg,Other,2000,1727.0
0403010,Ludiomil_Tab 50mg,Other,2004,2466.0
0403010,Ludiomil_Tab 50mg,Other,2002,2692.0
0403010,Ludiomil_Tab 25mg,Other,2000,5467.0
0403010,Ludiomil_Tab 75mg,Other,1999,5300.0
0403010,Ludiomil_Tab 25mg,Other,2006,3608.0
0403010,Ludiomil_Tab 50mg,Other,1999,3700.0
0403010,Mianserin HCl_Tab 30mg,Other,2018,2757.0
0403010,Mianserin HCl_Tab 10mg,Other,2018,877.0
0403010,Mianserin HCl_Tab 30mg,Other,2000,23669.0
0403010,Mianserin HCl_Tab 10mg,Other,1998,26900.0
0403010,Mianserin HCl_Tab 20mg,Other,2015,1.0
0403010,Mianserin HCl_Tab 10mg,Other,2012,3063.0
0403010,Mianserin HCl_Tab 30mg,Other,2011,5262.0
0403010,Mianserin HCl_Tab 30mg,Other,2001,20280.0
0403010,Mianserin HCl_Tab 20mg,Other,2012,1.0
0403010,Mianserin HCl_Tab 10mg,Other,2005,8178.0
0403010,Mianserin HCl_Tab 10mg,Other,2008,3597.0
0403010,Mianserin HCl_Tab 30mg,Other,2002,17148.0
0403010,Mianserin HCl_Tab 10mg,Other,2000,20307.0
0403010,Mianserin HCl_Tab 30mg,Other,1998,33700.0
0403010,Mianserin HCl_Tab 20mg,Other,2001,7825.0
0403010,Mianserin HCl_Tab 10mg,Other,2004,9541.0
0403010,Mianserin HCl_Tab 30mg,Other,2016,2966.0
0403010,Mianserin HCl_Tab 10mg,Other,2010,3155.0
0403010,Mianserin HCl_Tab 30mg,Other,2012,5361.0
0403010,Mianserin HCl_Tab 30mg,Other,2006,7277.0
0403010,Mianserin HCl_Tab 30mg,Other,2010,5980.0
0403010,Mianserin HCl_Tab 10mg,Other,2007,3008.0
0403010,Mianserin HCl_Tab 30mg,Other,2013,4679.0
0403010,Mianserin HCl_Tab 20mg,Other,2000,8581.0
0403010,Mianserin HCl_Tab 30mg,Other,2017,2957.0
0403010,Mianserin HCl_Tab 10mg,Other,2002,14915.0
0403010,Mianserin HCl_Tab 20mg,Other,1998,11900.0
0403010,Mianserin HCl_Tab 10mg,Other,2013,3587.0
0403010,Mianserin HCl_Tab 30mg,Other,2003,15426.0
0403010,Mianserin HCl_Tab 30mg,Other,2015,2575.0
0403010,Mianserin HCl_Tab 10mg,Other,1999,23200.0
0403010,Mianserin HCl_Tab 30mg,Other,2005,7656.0
0403010,Mianserin HCl_Tab 30mg,Other,2009,6411.0
0403010,Mianserin HCl_Tab 30mg,Other,2007,6705.0
0403010,Mianserin HCl_Tab 20mg,Other,2004,3494.0
0403010,Mianserin HCl_Tab 20mg,Other,2005,2065.0
0403010,Mianserin HCl_Tab 10mg,Other,2006,4479.0
0403010,Mianserin HCl_Tab 20mg,Other,2006,581.0
0403010,Mianserin HCl_Tab 30mg,Other,1999,28500.0
0403010,Mianserin HCl_Tab 10mg,Other,2017,877.0
0403010,Mianserin HCl_Tab 20mg,Other,2002,7092.0
0403010,Mianserin HCl_Tab 10mg,Other,2011,3109.0
0403010,Mianserin HCl_Tab 30mg,Other,2014,2385.0
0403010,Mianserin HCl_Tab 10mg,Other,2001,17341.0
0403010,Mianserin HCl_Tab 10mg,Other,2014,1884.0
0403010,Mianserin HCl_Tab 10mg,Other,2016,1290.0
0403010,Mianserin HCl_Tab 30mg,Other,2008,6467.0
0403010,Mianserin HCl_Tab 30mg,Other,2004,9311.0
0403010,Mianserin HCl_Tab 10mg,Other,2003,12746.0
0403010,Mianserin HCl_Tab 20mg,Other,1999,9800.0
0403010,Mianserin HCl_Tab 20mg,Other,2003,6465.0
0403010,Mianserin HCl_Tab 10mg,Other,2009,3348.0
0403010,Mianserin HCl_Tab 10mg,Other,2015,1828.0
0403010,Bolvidon_Tab 30mg,Other,1998,100.0
0403010,Bolvidon_Tab 10mg,Other,1998,200.0
0403010,Nortriptyline_Tab 10mg,Other,2018,412472.0
0403010,Nortriptyline_Oral Soln 10mg/5ml,Other,2018,47.0
0403010,Nortriptyline_Tab 50mg,Other,2018,11160.0
0403010,Nortriptyline_Oral Susp 50mg/5ml,Other,2018,3.0
0403010,Nortriptyline_Oral Susp 10mg/5ml,Other,2018,40.0
0403010,Nortriptyline_Tab 25mg,Other,2018,186046.0
0403010,Nortriptyline_Oral Soln 50mg/5ml,Other,2018,7.0
0403010,Nortriptyline_Liq Spec 10mg/5ml,Other,2009,136.0
0403010,Nortriptyline_Liq Spec 10mg/5ml,Other,2010,136.0
0403010,Nortriptyline_Liq Spec 10mg/5ml,Other,2012,93.0
0403010,Nortriptyline_Liq Spec 10mg/5ml,Other,2013,43.0
0403010,Nortriptyline_Liq Spec 10mg/5ml,Other,2016,125.0
0403010,Nortriptyline_Liq Spec 10mg/5ml,Other,2014,52.0
0403010,Nortriptyline_Liq Spec 10mg/5ml,Other,2015,75.0
0403010,Nortriptyline_Liq Spec 10mg/5ml,Other,2011,138.0
0403010,Nortriptyline_Tab 10mg,Other,2012,310325.0
0403010,Nortriptyline_Tab 25mg,Other,2017,188101.0
0403010,Nortriptyline_Tab 10mg,Other,2015,393706.0
0403010,Nortriptyline_Tab 10mg,Other,2013,341475.0
0403010,Nortriptyline_Tab 50mg,Other,2017,2822.0
0403010,Nortriptyline_Tab 10mg,Other,2017,398409.0
0403010,Nortriptyline_Oral Soln 10mg/5ml,Other,2017,91.0
0403010,Nortriptyline_Tab 10mg,Other,2016,399530.0
0403010,Nortriptyline_Tab 25mg,Other,2011,124142.0
0403010,Nortriptyline_Tab 25mg,Other,2010,9886.0
0403010,Nortriptyline_Tab 10mg,Other,2014,373776.0
0403010,Nortriptyline_Tab 25mg,Other,2015,180815.0
0403010,Nortriptyline_Liq Spec 25mg/5ml,Other,2012,1.0
0403010,Nortriptyline_Tab 10mg,Other,2011,268543.0
0403010,Nortriptyline_Tab 25mg,Other,2013,156668.0
0403010,Nortriptyline_Oral Susp 10mg/5ml,Other,2017,20.0
0403010,Nortriptyline_Tab 10mg,Other,2010,20741.0
0403010,Nortriptyline_Liq Spec 25mg/5ml,Other,2010,1.0
0403010,Nortriptyline_Tab 25mg,Other,2016,185954.0
0403010,Nortriptyline_Liq Spec 25mg/5ml,Other,2011,1.0
0403010,Nortriptyline_Tab 25mg,Other,2014,171060.0
0403010,Nortriptyline_Tab 25mg,Other,2012,143807.0
0403010,Allegron_Tab 25mg,Other,2007,60509.0
0403010,Allegron_Tab 10mg,Other,2016,6.0
0403010,Allegron_Tab 10mg,Other,2002,44425.0
0403010,Allegron_Tab 10mg,Other,2000,39240.0
0403010,Allegron_Tab 25mg,Other,2000,30437.0
0403010,Allegron_Tab 10mg,Other,2011,522.0
0403010,Allegron_Tab 10mg,Other,2012,183.0
0403010,Allegron_Tab 25mg,Other,2001,33920.0
0403010,Allegron_Tab 25mg,Other,2002,36200.0
0403010,Allegron_Tab 10mg,Other,1999,27800.0
0403010,Allegron_Tab 10mg,Other,2001,41420.0
0403010,Allegron_Tab 25mg,Other,2009,84670.0
0403010,Allegron_Tab 10mg,Other,2014,25.0
0403010,Allegron_Tab 25mg,Other,2015,9.0
0403010,Allegron_Tab 10mg,Other,2006,99702.0
0403010,Allegron_Tab 10mg,Other,2003,53647.0
0403010,Allegron_Tab 25mg,Other,2012,185.0
0403010,Allegron_Tab 25mg,Other,2005,48118.0
0403010,Allegron_Tab 10mg,Other,1998,23800.0
0403010,Allegron_Tab 10mg,Other,2005,71598.0
0403010,Allegron_Tab 25mg,Other,2008,71590.0
0403010,Allegron_Tab 25mg,Other,2014,19.0
0403010,Allegron_Tab 10mg,Other,2013,63.0
0403010,Allegron_Tab 10mg,Other,2015,7.0
0403010,Allegron_Tab 10mg,Other,2007,119421.0
0403010,Allegron_Tab 10mg,Other,2009,179488.0
0403010,Allegron_Tab 10mg,Other,2008,145815.0
0403010,Allegron_Tab 25mg,Other,2011,485.0
0403010,Allegron_Tab 25mg,Other,2010,93142.0
0403010,Allegron_Tab 25mg,Other,2006,53376.0
0403010,Allegron_Tab 25mg,Other,1998,27100.0
0403010,Allegron_Tab 25mg,Other,2013,32.0
0403010,Allegron_Tab 25mg,Other,2004,44596.0
0403010,Allegron_Tab 25mg,Other,2016,2.0
0403010,Allegron_Tab 10mg,Other,2010,200097.0
0403010,Allegron_Tab 25mg,Other,2003,40470.0
0403010,Allegron_Tab 25mg,Other,1999,28100.0
0403010,Allegron_Tab 10mg,Other,2004,62002.0
0403010,Motipress_Tab,Other,2013,1.0
0403010,Motipress_Tab,Other,1999,9700.0
0403010,Motipress_Tab,Other,1998,11300.0
0403010,Motipress_Tab,Other,2003,151.0
0403010,Motipress_Tab,Other,2001,3751.0
0403010,Motipress_Tab,Other,2000,10356.0
0403010,Motipress_Tab,Other,2002,3069.0
0403010,Motival_Tab,Other,2013,2.0
0403010,Motival_Tab,Other,2004,47332.0
0403010,Motival_Tab,Other,2005,45054.0
0403010,Motival_Tab,Other,2007,76.0
0403010,Motival_Tab,Other,2002,54638.0
0403010,Motival_Tab,Other,2003,48288.0
0403010,Motival_Tab,Other,2016,11.0
0403010,Motival_Tab,Other,2001,58986.0
0403010,Motival_Tab,Other,1999,79800.0
0403010,Motival_Tab,Other,2006,10793.0
0403010,Motival_Tab,Other,2000,57284.0
0403010,Motival_Tab,Other,1998,85800.0
